Address Suffix,Hostname Suffix,Direction,UN M.49 Region Code,Region Name,Fraction Encrypted
0101.co.jp,0101.co.jp,inbound,001,World,0
04auto.biz,01auto.biz,inbound,001,World,0
0bz.biz,hmts.jp,inbound,001,World,0
1-day.co.nz,1-day.co.nz,inbound,001,World,0
104.com.tw,104.com.tw,inbound,001,World,0.091112
1105info.com,1105info.com,inbound,001,World,0
1111.com.tw,1111.com.tw,inbound,001,World,0
123.com.tw,123.com.tw,inbound,001,World,0
12manage.com,netarrest.com,inbound,001,World,0.99998
160by2.us,160by2.us,inbound,001,World,0
160by2inbox.com,160by2inbox.com,inbound,001,World,0
160by2invite.com,160by2invite.com,inbound,001,World,0
160by2mail.com,160by2mail.com,inbound,001,World,0
163.com,163.com,inbound,001,World,0.711306
163.com,netease.com,outbound,001,World,1
17life.com.tw,17life.com.tw,inbound,001,World,0
1800flowersinc.com,1800flowersinc.com,inbound,001,World,0
1800petmeds.com,1800petmeds.com,inbound,001,World,0.00599
1lejend.com,asumeru.com,inbound,001,World,0
1lejend.com,asumeru001.com,inbound,001,World,0
1sale.com,1sale.com,inbound,001,World,0
1v1y.com,euromsg.net,inbound,001,World,0
2touchbase.com,infimail.com,inbound,001,World,0
33go.com.tw,33go.com.tw,inbound,001,World,0
3suisses.be,3suisses.be,inbound,001,World,0
3suisses.fr,3suisses.fr,inbound,001,World,0
4shared.com,4shared.com,inbound,001,World,0.999946
4wheelparts.com,4wheelparts.com,inbound,001,World,0
518.com.tw,518.com.tw,inbound,001,World,0
6pm.com,6pm.com,inbound,001,World,1
6pm.com,zappos.com,inbound,001,World,0.782581
7net.com.tw,7net.com.tw,inbound,001,World,0
99acres.com,99acres.com,inbound,001,World,0
9dot9digital.in,emce2.in,inbound,001,World,0
a8.net,a8.net,inbound,001,World,0
aaa.com,nextjump.com,inbound,001,World,0
aaas-science.org,aaas-science.org,inbound,001,World,0
aafes.com,aafes.com,inbound,001,World,0
aanotifier.nl,aanotifier.nl,inbound,001,World,0
aarp.org,aarp.org,inbound,001,World,0.006249
ab0.jp,altovision.co.jp,inbound,001,World,0
abercrombie-email.com,abercrombie-email.com,inbound,001,World,0
abercrombiekids-email.com,abercrombie-email.com,inbound,001,World,0
about.com,about.com,inbound,001,World,2.4e-05
about.com,sailthru.com,inbound,001,World,0
academy-enews.com,academy-enews.com,inbound,001,World,0
accenture.com,outlook.com,inbound,001,World,1
accountonline.com,accountonline.com,inbound,001,World,0.348991
acehelpfulemails.com,teradatadmc.com,inbound,001,World,0
acemserv.com,acemserv.com,inbound,001,World,0
activesafelist.com,zoothost.com,inbound,001,World,0
activetrail.com,atmailsvr.net,inbound,001,World,0
activetrail.com,mymarketing.co.il,inbound,001,World,0
actorsaccess.com,nonfatmedia.com,inbound,001,World,0
adchiever.com,kinder-rash-marketing.com,inbound,001,World,0
adidas.com,neolane.net,inbound,001,World,0
adidasusnews.com,adidasusnews.com,inbound,001,World,0
adityabirla.com,adityabirla.com,inbound,001,World,0.006468
adjockeys.com,thomas-j-brown.com,inbound,001,World,0
admail.hu,sanomaonline.hu,inbound,001,World,0
admastersafelist.com,zoothost.com,inbound,001,World,0
adminforfree.com,adminforfree.com,inbound,001,World,1
adminforfree.net,adminforfree.com,inbound,001,World,1
administrativejobinsider.com,administrativejobinsider.com,inbound,001,World,0
adobe.com,obsmtp.com,inbound,001,World,0.999986
adobesystems.com,adobesystems.com,inbound,001,World,0
adorama.com,adorama.com,inbound,001,World,0
adoreme.com,exacttarget.com,inbound,001,World,0
adp.com,adp.com,inbound,001,World,1
adpirate.net,thomas-j-brown.com,inbound,001,World,0
adsender.us,adsender.us,inbound,001,World,0
adsolutionline.com,adsolutionline.com,inbound,001,World,0
adtpulse.com,adtpulse.com,inbound,001,World,0
adultfriendfinder.com,friendfinder.com,inbound,001,World,0
advanceauto.com,bigfootinteractive.com,inbound,001,World,0
advantagebusinessmedia.com,advantagebusinessmedia.com,inbound,001,World,0
adverts.ie,adverts.ie,inbound,001,World,1
advfn.com,advfn.com,inbound,001,World,0.635382
ae.com,ae.com,inbound,001,World,0
aexp.com,aexp.com,inbound,001,World,1
af.mil,af.mil,inbound,001,World,0.996166
affairalert.com,iverificationsystems.com,inbound,001,World,0
agnitas.de,agnitas.de,inbound,001,World,0.999277
agoda-emails.com,agoda-emails.com,inbound,001,World,0
agora.co.il,1host.co.il,inbound,001,World,0
agorafinancial.com,agorafinancial.com,inbound,001,World,0
agrupemonos.cl,agrupemonos.cl,inbound,001,World,1
airbnb.com,airbnb.com,inbound,001,World,0.867975
airbrake.io,mailgun.net,inbound,001,World,1
airfarewatchdog.com,smartertravelmedia.com,inbound,001,World,0.011961
airliquide.com,airliquide.com,inbound,001,World,1
airmiles.ca,bigfootinteractive.com,inbound,001,World,0
airtel.com,airtel.in,inbound,001,World,0.064377
akcijatau.lt,akcijatau.lt,inbound,001,World,0
alarm.com,alarm.com,inbound,001,World,0
alarmnet.com,alarmnet.com,inbound,001,World,0
alaskaair.com,alaskaair.com,inbound,001,World,0
albertsonsemail.com,email4-mywebgrocer.com,inbound,001,World,0
alerteimmo.com,alerteimmo.com,inbound,001,World,0
alertid.com,alertid.com,inbound,001,World,0
alertsindia.in,alertsindia.in,inbound,001,World,1
alibaba.com,alibaba.com,inbound,001,World,0
alice.it,alice.it,inbound,001,World,0
alice.it,aliceposta.it,outbound,001,World,0
aliexpress.com,alibaba.com,inbound,001,World,0
alinea.fr,bp06.net,inbound,001,World,0
alipay.com,alipay.com,inbound,001,World,1
allegro.pl,allegro.pl,inbound,001,World,0
allegrogroup.ua,allegrogroup.ua,inbound,001,World,0
allegroup.hu,allegroup.hu,inbound,001,World,0
allheart.com,allheart.com,inbound,001,World,0
alljob.co.il,alljob.co.il,inbound,001,World,0
allmodern.com,allmodern.com,inbound,001,World,0
allout.org,allout.org,inbound,001,World,1
allrecipes.com,allrecipes.com,inbound,001,World,0
allsaints.com,allsaints.com,inbound,001,World,0
allstate.com,rsys1.com,inbound,001,World,0
alm.com,sailthru.com,inbound,001,World,0
alumniclass.com,alumniclass.com,inbound,001,World,0
alumniconnections.com,alumniconnections.com,inbound,001,World,0
alza.cz,alza.cz,inbound,001,World,0.039449
alza.sk,alza.cz,inbound,001,World,0.027725
ama-assn.org,elabs10.com,inbound,001,World,0
amadeus.com,amadeus.net,inbound,001,World,0
amazon.{...},amazon.{...},inbound,001,World,0.020886
amazon.{...},amazonses.com,inbound,001,World,0.999971
amazon.{...},postini.com,inbound,001,World,0.7325
amazon.{...},yahoo.{...},inbound,001,World,0.995995
amazonses.com,amazonses.com,inbound,001,World,0.997919
amazonses.com,postini.com,inbound,001,World,0.843221
amctheatres.com,amctheatres.com,inbound,001,World,0
americanas.com,americanas.com,inbound,001,World,0
americanbar.org,abanet.org,inbound,001,World,0.00574
americanexpress.com,americanexpress.com,inbound,001,World,0.000688
americanpublicmediagroup.org,americanpublicmediagroup.org,inbound,001,World,0
amubm.com,amubm.com,inbound,001,World,1
amwayemail.com,mailrouter.net,inbound,001,World,1
ana.co.jp,ana.co.jp,inbound,001,World,0.534416
ancestry.com,ancestry.com,inbound,001,World,0
andrewchristian.com,emv8.com,inbound,001,World,0
angelbroking.in,infimail.com,inbound,001,World,0
anghami.com,mailgun.net,inbound,001,World,1
angieslist.com,angieslist.com,inbound,001,World,0.014064
anntaylor.com,anntaylor.com,inbound,001,World,0
anpasia.com,anpasia.com,inbound,001,World,0
anpdm.com,anpdm.com,inbound,001,World,6e-06
anthropologie.com,freepeople.com,inbound,001,World,0
aol.com,aol.com,inbound,001,World,0.999529
aol.com,aol.com,outbound,001,World,0.999992
aol.com,sailthru.com,inbound,001,World,0
aol.net,aol.com,inbound,001,World,1
apache.org,apache.org,inbound,001,World,0
apnacomplex.com,apnacomplex.com,inbound,001,World,0.999981
apple.com,apple.com,inbound,001,World,0.974422
apply-4-jobs.com,apply-4-jobs.com,inbound,001,World,0
aprovaconcursos.com.br,eadunicid.com.br,inbound,001,World,0
aptmail.in,mailurja.com,inbound,001,World,0
ara.cat,ara.cat,inbound,001,World,0.997709
arcamax.com,arcamax.com,inbound,001,World,1.4e-05
argos.co.uk,argos.co.uk,inbound,001,World,1
argos.co.uk,exacttarget.com,inbound,001,World,1
aritzia.com,aritzia.com,inbound,001,World,0
armaniexchange.com,bronto.com,inbound,001,World,0
artists-hub.com,artists-hub.com,inbound,001,World,0
artscow.com,dyxnet.com,inbound,001,World,0.00062
aruba.it,aruba.it,inbound,001,World,0.055666
asadventure.com,asadventure.com,inbound,001,World,0
asana.com,asana.com,inbound,001,World,1
asda.com,ec-cluster.com,inbound,001,World,0
ashampoo.com,ashampoo.com,inbound,001,World,1
ashleymadison.com,ashleymadison.com,inbound,001,World,1
ask.fm,ask.fm,inbound,001,World,1e-05
askmen.com,askmen.com,inbound,001,World,0
asos.com,asos.com,inbound,001,World,0
assembla.com,assembla.com,inbound,001,World,1
astrocenter.com,center.com,inbound,001,World,0
astrology.com,astrology.com,inbound,001,World,0
astrology.com,hsnlmailsvc.com,inbound,001,World,0
astrology.com,webstakes.com,inbound,001,World,0
astrology.com,wsafmailsvc.com,inbound,001,World,0
asus.com,asus.com,inbound,001,World,0
aswatson.com,emarsys.net,inbound,001,World,0
athleta.com,athleta.com,inbound,001,World,0
atlassian.net,uc-inf.net,inbound,001,World,1
atrapalo.cl,atrapalo.com,inbound,001,World,0
atrapalo.com,atrapalo.com,inbound,001,World,0
att-mail.com,att-mail.com,inbound,001,World,2.2e-05
att-mail.com,att.com,inbound,001,World,0.999966
att.net,att.net,outbound,001,World,0.204629
att.net,mycingular.net,inbound,001,World,0.00021
att.net,yahoo.{...},inbound,001,World,0.99997
auctionzip-email.com,email-auctionholdings.com,inbound,001,World,0
auinmeio.com.br,fnac.com.br,inbound,001,World,0
australiagsm.net,australiagsm.net,inbound,001,World,0
authorize.net,authorize.net,inbound,001,World,0
authorize.net,visa.com,inbound,001,World,0.993558
autoloop.us,loop28.com,inbound,001,World,0
autoreply.com,autoreply.com,inbound,001,World,0
avaaz.org,avaaz.org,inbound,001,World,0
avalanchesafelist.com,zoothost.com,inbound,001,World,0
avast.com,avast.com,inbound,001,World,0.007867
aveda.com,esteelauder.com,inbound,001,World,0
avenue.com,avenue.com,inbound,001,World,0
avg.com,avg.com,inbound,001,World,0.015703
avira.com,avira.com,inbound,001,World,0.042528
avito.ru,avito.ru,inbound,001,World,0.002677
avomail.com,avomail.com,inbound,001,World,0
avon.com,email-avonglobal.com,inbound,001,World,0
avon.com,postdirect.com,inbound,001,World,0
aweber.com,aweber.com,inbound,001,World,3e-06
ayi.com,ayi.com,inbound,001,World,0
b2b-mail.net,b2b-mail.net,inbound,001,World,0
b2b-mail.net,contact-list.net,inbound,001,World,0
babycenter.com,rsys3.com,inbound,001,World,0
babyoye.com,babyoye.com,inbound,001,World,0.011564
backcountry.com,backcountry.com,inbound,001,World,0
backlog.jp,backlog.jp,inbound,001,World,0
badoo.com,monopost.com,inbound,001,World,1
bagitgetitmailer.in,emce2.in,inbound,001,World,0
baligam.co.il,baligam.co.il,inbound,001,World,1
balsamik.fr,balsamik.fr,inbound,001,World,0
banamex.com,citi.com,inbound,001,World,0.999958
banamex.com,ibrands.es,inbound,001,World,0
bananarepublic.com,bananarepublic.com,inbound,001,World,3.48869418874254e-07
bancoahorrofamsa.com,avantel.net.mx,inbound,001,World,1
bancochile.cl,bancochile.cl,inbound,001,World,0.999504
bancofalabella.com,bancofalabella.com,inbound,001,World,0
bancomer.com,postini.com,inbound,001,World,5.9e-05
bancomercorreo.com,bancomercorreo.com,inbound,001,World,0
bandsintown.com,bandsintown.com,inbound,001,World,1
banesco.com,banesco.com,inbound,001,World,0
bankofamerica.com,bankofamerica.com,inbound,001,World,0.97133
banorte.com,gfnorte.com.mx,inbound,001,World,0.994999
barclaycard.co.uk,barclays.co.uk,inbound,001,World,0
barclaycardus.com,bigfootinteractive.com,inbound,001,World,0
barenecessities.com,barenecessities.com,inbound,001,World,0
barleyment.ca,barleyment.ca,inbound,001,World,0
barneys.com,barneys.com,inbound,001,World,0
baseballsavings.com,baseballsavings.com,inbound,001,World,0
basecamp.com,basecamp.com,inbound,001,World,1
basecamphq.com,basecamphq.com,inbound,001,World,1
baskinrobbins.com,baskinrobbins.com,inbound,001,World,0
basspronews.com,basspronews.com,inbound,001,World,0
bathandbodyworks.com,bathandbodyworks.com,inbound,001,World,0
baublebar.com,baublebar.com,inbound,001,World,0.011219
baycrews.co.jp,webcas.net,inbound,001,World,0
bayt.com,bayt.com,inbound,001,World,2e-06
bazarchic-invitations.com,bazarchic-emstech.com,inbound,001,World,0
bbvacompass.com,postini.com,inbound,001,World,0.996402
bcbg.com,bcbg.com,inbound,001,World,0
bci.cl,bci.cl,inbound,001,World,0.999963
bcp.com.pe,bcp.com.pe,inbound,001,World,1
be2.com,nmp1.net,inbound,001,World,0
beamtele.com,beamtele.com,inbound,001,World,0
beanfun.com,beanfun.com,inbound,001,World,1
beatport-email.com,beatport-email.com,inbound,001,World,0
beautylish.com,beautylish.com,inbound,001,World,1
bebe.com,ed10.com,inbound,001,World,0
befrugal.com,befrugal.com,inbound,001,World,0.050462
belkemail.com,belkemail.com,inbound,001,World,0
bellsouth.net,att.net,outbound,001,World,0
bellsouth.net,yahoo.{...},inbound,001,World,0.999967
belluna.net,belluna.net,inbound,001,World,0
benihana-news.com,benihana-news.com,inbound,001,World,0
bergdorfgoodmanemail.com,neimanmarcusemail.com,inbound,001,World,0
bespokeoffers.co.uk,chtah.net,inbound,001,World,0
bestbuy.ca,bestbuy.ca,inbound,001,World,0
bestbuy.com,bestbuy.com,inbound,001,World,0.003289
bestdealsforyou.in,elabs5.com,inbound,001,World,0
beta.lt,mailersend3.com,inbound,001,World,0
betrend.com,betrend.com,inbound,001,World,0
bevmo.com,bevmo.com,inbound,001,World,0.000967
beyondtherack.com,beyondtherack.com,inbound,001,World,0
bharatmatrimony.com,bharatmatrimony.com,inbound,001,World,1
bhcosmetics.com,bronto.com,inbound,001,World,0
bhg.com,meredith.com,inbound,001,World,0
bigfishgames.com,bigfishgames.com,inbound,001,World,0
biglion.ru,biglion.ru,inbound,001,World,0.999775
biglist.com,biglist.com,inbound,001,World,0
biglots.com,biglots.com,inbound,001,World,0.00029
bigmailsender.com,bigmailsender.com,inbound,001,World,0
bigpond.com,bigpond.com,inbound,001,World,0
bigpond.com,bigpond.com,outbound,001,World,1
bigtent.com,carezen.net,inbound,001,World,0
bioagri.com.br,postini.com,inbound,001,World,0.991765
biomedcentral.com,emv5.com,inbound,001,World,0
bionexo.com,bionexo.com.br,inbound,001,World,0.999594
birthdayalarm.com,monkeyinferno.net,inbound,001,World,0
bitbucket.org,bitbucket.org,inbound,001,World,0
bitlysupport.com,mailgun.info,inbound,001,World,1
bitlysupport.com,mailgun.us,inbound,001,World,1
bitslane.email,bitslane.email,inbound,001,World,0
bitstatement.org,bitstatement.org,inbound,001,World,1
bizjournals.com,bizjournals.com,inbound,001,World,0
bizmailtoday.com,bizmailtoday.com,inbound,001,World,0
bjs.com,bjs.com,inbound,001,World,0
bjsrestaurants.com,bjsrestaurants.com,inbound,001,World,0
bk.ru,mail.ru,inbound,001,World,0.992498
blablacar.com,blablacar.com,inbound,001,World,1
blackberry.com,blackberry.com,inbound,001,World,0
blackboard.com,blackboard.com,inbound,001,World,0.998206
blackboard.com,notification.com,inbound,001,World,0
blackpeoplemeet.com,blackpeoplemeet.com,inbound,001,World,0
blayn.jp,bserver.jp,inbound,001,World,0
blinkboxmusic.com,mediagraft.com,inbound,001,World,1
blissworld.com,lstrk.net,inbound,001,World,1
blizzard.com,battle.net,inbound,001,World,0.11977
bloglovin.com,bloglovin.com,inbound,001,World,0.000154
blogtrottr.com,blogtrottr.com,inbound,001,World,0
bloomberg.com,bloomberg.com,inbound,001,World,0.00501
bloomberg.net,bloomberg.net,inbound,001,World,1
bloomingdales.com,bloomingdales.com,inbound,001,World,0
bloomingdalesoutlets.com,bloomingdalesoutlets.com,inbound,001,World,0
blue-compass.com,blue-compass.com,inbound,001,World,0
bluediamondhost3.com,web-hosting.com,inbound,001,World,1
bluehornet.com,bluehornet.com,inbound,001,World,0
bluehost.com,bluehost.com,inbound,001,World,0.000943
bluehost.com,hostmonster.com,inbound,001,World,0
bluehost.com,unifiedlayer.com,inbound,001,World,1.6e-05
bluenile.com,bluenile.com,inbound,001,World,0
blueshellgames.com,blueshellgames.com,inbound,001,World,0
bluestatedigital.com,bluestatedigital.com,inbound,001,World,0
bluestonemx.com,bluestonemx.com,inbound,001,World,1
bm05.net,bm05.net,inbound,001,World,0
bm23.com,bronto.com,inbound,001,World,0
bm324.com,bronto.com,inbound,001,World,0
bmdeda99.com,bmdeda99.com,inbound,001,World,0
bme.jp,bserver.jp,inbound,001,World,0
bmnt.jp,bmnt.jp,inbound,001,World,0
bmsend.com,bmsend.com,inbound,001,World,0
bn.com,bn.com,inbound,001,World,0
bncollegemail.com,bncollegemail.com,inbound,001,World,0
bnetmail.com,bnetmail.com,inbound,001,World,0
bol.com.br,bol.com.br,inbound,001,World,0
bol.com.br,bol.com.br,outbound,001,World,0
boletinrenuevo.com,boletinrenuevo.com,inbound,001,World,0
bolsfr.fr,colt.net,inbound,001,World,0
bomnegocio.com,bomnegocio.com,inbound,001,World,0.687113
bonobos.com,bronto.com,inbound,001,World,0
bonuszbrigad.hu,bonuszbrigad.hu,inbound,001,World,0
boohooemail.com,smartfocusdigital.net,inbound,001,World,0
bookbub.com,bookbub.com,inbound,001,World,1
booking.com,booking.com,inbound,001,World,1
bookingbuddy.com,smartertravelmedia.com,inbound,001,World,0.000486
bookmyshow.com,eccluster.com,inbound,001,World,0
bookoffonline.co.jp,bookoffonline.co.jp,inbound,001,World,0
boomtownroi.com,boomtownroi.com,inbound,001,World,0
boots.com,boots.com,inbound,001,World,0
boscovs.com,boscovs.com,inbound,001,World,0
bostonproper.com,bostonproper.com,inbound,001,World,0
bouncemanager.it,musvc.com,inbound,001,World,0.362026
boutiquesecret.com,chtah.net,inbound,001,World,0
box.com,box.com,inbound,001,World,0.955607
br.com,cmailsys.com,inbound,001,World,0
bradfordexchange.com,bradfordexchange.com,inbound,001,World,0
bradsdeals.com,bradsdeals.com,inbound,001,World,0
brandalley.com,brandalley.com,inbound,001,World,0
brands4friends.de,emv5.com,inbound,001,World,0
brands4friends.jp,webcas.net,inbound,001,World,0
brandsfever.com,mailgun.net,inbound,001,World,1
brandsvillage.net,brandsvillage.net,inbound,001,World,0
brassring.com,brassring.com,inbound,001,World,0.999989
briantracyintl.com,briantracyintl.com,inbound,001,World,0
brierleycrm.com,brierleycrm.com,inbound,001,World,0
brijj.com,brijj.com,inbound,001,World,0
brincltd.com,brincltd.com,inbound,001,World,0
bronto.com,bronto.com,inbound,001,World,0
brooksbrothers.com,brooksbrothers.com,inbound,001,World,0
bsf01.com,bsftransmit33.com,inbound,001,World,0
bt.com,bt.com,inbound,001,World,0.409404
btinternet.com,cpcloud.co.uk,inbound,001,World,0
btinternet.com,cpcloud.co.uk,outbound,001,World,0
btinternet.com,yahoo.{...},inbound,001,World,0.99998
budgettravel.com,email-budgettravel.com,inbound,001,World,0
buffalo.edu,buffalo.edu,inbound,001,World,0.001059
bumeran.com,bumeran.com,inbound,001,World,0
burlingtoncoatfactory.com,burlingtoncoatfactory.com,inbound,001,World,0
burton.co.uk,burton.co.uk,inbound,001,World,0
buscojobs.com,amazonaws.com,inbound,001,World,0
buy123.com.tw,buy123.com.tw,inbound,001,World,1
buyinvite.com.au,buyinvite.com.au,inbound,001,World,0
buyma.com,buyma.com,inbound,001,World,0
bv.com.br,bv.com.br,inbound,001,World,0
bweeble.com,adlabsinc.com,inbound,001,World,0
byway.it,byway.it,inbound,001,World,0
bzm.mobi,nmsrv.com,inbound,001,World,1
c21stores.com,c21stores.com,inbound,001,World,0
ca.gov,ca.gov,inbound,001,World,0.694242
cabelas.com,cabelas.com,inbound,001,World,0
cabestan.com,cab07.net,inbound,001,World,0
cadremploi.fr,cadremploi.fr,inbound,001,World,0
cafepress.com,cafepress.com,inbound,001,World,0.000778
caixa.gov.br,caixa.gov.br,inbound,001,World,0
californiajobdepartment.com,californiajobdepartment.com,inbound,001,World,0
californiapsychicsemail.com,californiapsychicsemail.com,inbound,001,World,0
callcommand.com,callcommand.com,inbound,001,World,0
calottery.com,calottery.com,inbound,001,World,0.999517
cam2life.com,hinet.net,inbound,001,World,0
camel.com,rjrsignup.com,inbound,001,World,0
camsonline.com,camsonline.com,inbound,001,World,0.136261
canadiantire.ca,canadiantire.ca,inbound,001,World,0
canadianvisaexpert.net,canadianvisaexpert.net,inbound,001,World,0
canalplus.es,canalplus.es,inbound,001,World,0
cancer.org,delivery.net,inbound,001,World,0
capillary.co.in,capillary.co.in,inbound,001,World,1
capitalone.com,bigfootinteractive.com,inbound,001,World,0
capitalone360.com,ingdirect.com,inbound,001,World,0
capitaloneemail.com,capitaloneemail.com,inbound,001,World,0
cardsys.at,cardsys.at,inbound,001,World,1
care.com,care.com,inbound,001,World,0
care2.com,care2.com,inbound,001,World,0
career-hub.net,career-hub.net,inbound,001,World,1
careerage.com,careerage.com,inbound,001,World,0
careerbuilder-email.com,careerbuilder-email.com,inbound,001,World,0
careerbuilder.com,careerbuilder.com,inbound,001,World,0.000449
careerflash.net,careerflash.net,inbound,001,World,1
careers24.com,careers24.com,inbound,001,World,0
careesma.in,careesma.in,inbound,001,World,0
carmamail.com,carmamail.com,inbound,001,World,0
carnivalfunmail.com,carnivalfunmail.com,inbound,001,World,0
carolsdaughter.com,carolsdaughter.com,inbound,001,World,0
carrefour.fr,carrefour.fr,inbound,001,World,0
carters.com,carters.com,inbound,001,World,0.003931
cartrade.com,cartrade.com,inbound,001,World,0.006389
carwale.com,carwale.com,inbound,001,World,0
casasbahia.com.br,casasbahia.com.br,inbound,001,World,0
case.edu,cwru.edu,inbound,001,World,0.999942
caseyresearch.com,caseyresearch.com,inbound,001,World,1
castingnetworks.com,castingnetworks.com,inbound,001,World,0.000102
catchoftheday.com.au,inxserver.de,inbound,001,World,1
catchyfreebies.net,mmsend53.com,inbound,001,World,0
catererglobal.com,madgexjb.com,inbound,001,World,0
caterermail.com,totaljobsmail.co.uk,inbound,001,World,0
cathkidston.com,cathkidston.co.uk,inbound,001,World,0
causes.com,causes.com,inbound,001,World,1
cb2.com,cb2.com,inbound,001,World,0
cbsig.net,cbsig.net,inbound,001,World,1
ccavenue.com,avenues.info,inbound,001,World,1
ccbchurch.com,ccbchurch.com,inbound,001,World,1
cccampaigns.com,emv5.com,inbound,001,World,0
cccampaigns.com,emv8.com,inbound,001,World,0
cccampaigns.net,01net.com,inbound,001,World,0
cccampaigns.net,cccampaigns.net,inbound,001,World,0
cccampaigns.net,emv4.net,inbound,001,World,0
cccampaigns.net,emv9.net,inbound,001,World,0
ccialerts.com,ccialerts.com,inbound,001,World,0
ccmbg.com,benchmark.fr,inbound,001,World,0
ccs.com,footlocker.com,inbound,001,World,2.5e-05
cdongroup.com,cdongroup.com,inbound,001,World,0.000147
cecentertainment.com,cecentertainment.com,inbound,001,World,0
celebritycruises.com,celebritycruises.com,inbound,001,World,0
cenlat.com,cenlat.com,inbound,001,World,0.064459
centaur.co.uk,centaur.co.uk,inbound,001,World,0
centauro.com.br,centauro.com.br,inbound,001,World,0
centerparcs.co.uk,ec-cluster.com,inbound,001,World,0
cerberusapp.com,cerberusapp.com,inbound,001,World,1
cfmailer.com,elabs11.com,inbound,001,World,0
cfmvmail.com,cfmvmail.com,inbound,001,World,0
chabad.org,chabad.org,inbound,001,World,0
champssports.com,footlocker.com,inbound,001,World,0.000131
chance.com,data-hotel.net,inbound,001,World,0
change.org,change.org,inbound,001,World,1
channel4.com,channel4.com,inbound,001,World,0.000613
charlestyrwhitt.com,charlestyrwhitt.com,inbound,001,World,0
charter.net,charter.net,inbound,001,World,0
charter.net,charter.net,outbound,001,World,0
chase.com,bigfootinteractive.com,inbound,001,World,0
chase.com,jpmchase.com,inbound,001,World,0.999999
chatcitynotifications.com,chatcitynotifications.com,inbound,001,World,0
chaturbate.com,chaturbate.com,inbound,001,World,1
cheapairmailer.com,cheapairmailer.com,inbound,001,World,0
cheaperthandirt.com,cheaperthandirt.com,inbound,001,World,2.2e-05
cheapflights.co.uk,cheapflights.co.uk,inbound,001,World,0
cheapflights.com,cheapflights.com,inbound,001,World,0
check.me,check.me,inbound,001,World,0
cheekylovers.com,ropot.net,inbound,001,World,0
chefscatalog.com,chefscatalog.com,inbound,001,World,0
chelseafc.com,chelseafc.com,inbound,001,World,0.003566
chemistdirect.co.uk,ec-cluster.com,inbound,001,World,0
chemistry.com,chemistry.com,inbound,001,World,0
chess.com,chess.com,inbound,001,World,1
chiangcn.com,chiangcn.com,inbound,001,World,0
chicagotribune.com,latimes.com,inbound,001,World,0
chick-fil-ainsiders.com,chick-fil-ainsiders.com,inbound,001,World,0
chicos.com,chicos.com,inbound,001,World,0.000156
childrensplace.com,childrensplace.com,inbound,001,World,0
chinatrust.com.tw,chinatrust.com.tw,inbound,001,World,0.001272
chopra.com,chopra.com,inbound,001,World,1
christianbook.com,christianbook.com,inbound,001,World,1
christianmingle.com,christianmingle.com,inbound,001,World,0
christianmingle.com,postdirect.com,inbound,001,World,0
chtah.com,chtah.net,inbound,001,World,0
chtah.net,chtah.net,inbound,001,World,0
cincghq.com,searchhomesingta.com,inbound,001,World,1
cinesa.es,cccampaigns.com,inbound,001,World,0
cipherzone.com,infimail.com,inbound,001,World,0
cir.ca,cir.ca,inbound,001,World,1
circleofmomsmail.com,circleofmomsmail.com,inbound,001,World,0
citi.com,citi.com,inbound,001,World,0.999941
citibank.com,bigfootinteractive.com,inbound,001,World,0
citibank.com,citi.com,inbound,001,World,0.999997
citicorp.com,citi.com,inbound,001,World,0.999999
citruslane.com,citruslane.com,inbound,001,World,5e-06
citybrands.hu,webinform.hu,inbound,001,World,1
cityheaven.net,cityheaven.net,inbound,001,World,0
ck.com,ck.com,inbound,001,World,0
clarisonic.com,clarisonic.com,inbound,001,World,0
clarks.com,clarks.com,inbound,001,World,0
classmates.com,classmates.com,inbound,001,World,0
clickdimensions.com,clickdimensions.com,inbound,001,World,0
clickexperts.net,clickexperts.net,inbound,001,World,0
clickmailer.jp,clickmailer.jp,inbound,001,World,9e-05
clickon.com.ar,clickon.com.ar,inbound,001,World,0
clickon.com.br,clickon.com.br,inbound,001,World,0
clicktoviewthisurl.org,clicktoviewthisurl.org,inbound,001,World,0
clicplan.com,dmdelivery.com,inbound,001,World,0
climber.com,climber.com,inbound,001,World,0
clinique.com,esteelauder.com,inbound,001,World,0
clubcupon.com.ar,clubcupon.com.ar,inbound,001,World,0
cmail1.com,createsend.com,inbound,001,World,0
cmail2.com,createsend.com,inbound,001,World,0
cmm01.com,coremotivesmarketing.com,inbound,001,World,0
cmrfalabella.com,cmrfalabella.com,inbound,001,World,0
coach.com,delivery.net,inbound,001,World,0
cobone.com,emarsys.net,inbound,001,World,0
cocacola.co.jp,cocacola.co.jp,inbound,001,World,0
codebreak.info,codebreak.info,inbound,001,World,1
codeproject.com,codeproject.com,inbound,001,World,0
coldwatercreek.com,coldwatercreek.com,inbound,001,World,0
collectionsetc.com,collectionsetc.com,inbound,001,World,0
columbia.edu,columbia.edu,inbound,001,World,0.762355
combzmail.jp,combzmail.jp,inbound,001,World,0
comcast.net,comcast.net,inbound,001,World,0.888399
comcast.net,comcast.net,outbound,001,World,0.999999
comenity.net,alldata.net,inbound,001,World,1
comenity.net,bigfootinteractive.com,inbound,001,World,0
commonfloor.com,commonfloor.com,inbound,001,World,1
communicatoremail.com,communicatoremail.com,inbound,001,World,0
